row_index,method_id,model,pipeline,prompt_id,prompt_version,prediction,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_s,error_km,is_mock,is_locatable
15,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.400688, -77.560140",7411,187,0,7598,11.31273508,13.38716101,0,1
16,H-1,human-gis,static,static,1,"37.5131191, -77.3465081",0,0,0,0,0,5.9769941,0,1
16,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°24'13.56789""N 077°19'42.98765""W",195,1689,1664,1884,16.17659807,17.7019801,0,1
16,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°31'21.07200""N 077°23'38.00400""W",195,3993,3968,4188,43.04702592,3.762542468,0,1
16,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°33'00.00000""N 077°27'30.00000""W",195,2772,2752,2967,29.74424601,6.285119673,0,1
16,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°28'16.0000""N 77°21'12.0000""W",196,20,0,216,0.9157938957,9.903455512,0,1
16,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°25'12.0000""N 77°22'30.0000""W",196,20,0,216,1.121748924,15.15870861,0,1
16,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°24'17.5""N 77°24'29.3""W",197,18,0,215,0.8302130699,16.9013472,0,1
16,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1959,243,0,2202,7.634028912,7.380305278,0,1
16,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1759,37,0,1796,2.186422825,7.380305278,0,1
17,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,136.7597719,0,1
17,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°48'46.80000""N 077°01'08.40000""W",130,2393,2368,2523,27.22362185,26.77172009,0,1
17,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°54'54.00000""N 77°09'28.80000""W",130,4249,4224,4379,52.17489195,12.39929512,0,1
17,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°29'45.00000""N 076°56'30.00000""W",130,4116,4096,4246,42.71645904,55.6030458,0,1
17,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°41'32.0000""N 77°00'12.0000""W",131,20,0,151,0.8921918869,35.38619735,0,1
17,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°41'10.0000""N 77°00'45.0000""W",131,20,0,151,1.003971815,35.27231227,0,1
17,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°41'24.0""N 77°06'36.0""W",131,18,0,149,0.6145327091,29.40940819,0,1
17,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",5314,897,0,6211,16.79344416,23.16409674,0,1
17,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",2621,74,0,2695,4.634059906,23.16409674,0,1
18,H-1,human-gis,static,static,1,"37.1118778, -76.895924",0,0,0,0,0,25.769616,0,1
18,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°03'31.87234""N 076°53'39.46572""W",139,1945,1920,2084,17.90698695,24.57936527,0,1
18,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°02'45.00000""N 77°12'30.00000""W",139,4505,4480,4644,46.06866598,3.691119082,0,1
18,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°10'30.00000""N 076°55'00.00000""W",139,3668,3648,3807,32.87146616,27.35997689,0,1
18,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°52'16.0000""N 77°07'12.0000""W",140,20,0,160,0.8568620682,18.63654993,0,1
18,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°52'12.0000""N 77°07'30.0000""W",140,20,0,160,0.6709859371,18.65747462,0,1
18,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°41'22.0""N 76°54'11.4""W",140,18,0,158,0.6149420738,45.04534906,0,1
18,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.095621, -76.910017",11456,719,0,12175,20.58292079,24.02106494,0,1
18,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.095621, -76.910017",4025,112,0,4137,6.162319183,24.02106494,0,1
19,H-1,human-gis,static,static,1,"36.8953677, -76.7248143",0,0,0,0,0,39.89841905,0,1
19,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°43'58.44000""N 077°02'42.00000""W",127,3417,3392,3544,28.53053403,7.589875083,0,1
19,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°42'00.00000""N 077°05'30.00000""W",127,4121,4096,4248,43.33622289,3.990002126,0,1
19,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"36°50'00.00000""N 076°35'00.00000""W",127,4692,4672,4819,48.10984612,47.21039632,0,1
19,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°40'31.0000""N 77°00'18.0000""W",128,20,0,148,4.108337879,5.977061458,0,1
19,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°40'31.00000""N 77°06'15.00000""W",128,20,0,148,0.4372186661,3.03190665,0,1
19,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°47'12.0""N 76°43'48.0""W",128,18,0,146,0.62561512,33.16393864,0,1
19,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",2988,417,0,3405,8.99998498,44.83441105,0,1
19,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",862,12,0,874,1.598706007,44.83441105,0,1
20,H-1,human-gis,static,static,1,"37.744783, -77.4464165",0,0,0,0,0,54.94014657,0,1
20,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°58'45.21093""N 077°44'34.12345""W",115,2457,2432,2572,22.06400394,18.15183383,0,1
20,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°00'47.50416""N 077°46'47.01598""W",115,1753,1728,1868,18.39711213,13.26924003,0,1
20,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°33'14.50000""N 077°21'20.50000""W",115,2772,2752,2887,36.3057301,75.98891015,0,1
20,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°46'36.0000""N 77°17'24.0000""W",116,20,0,136,0.6507678032,63.60707251,0,1
20,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°45'32.00000""N 77°30'15.00000""W",116,20,0,136,0.4290287495,50.23378595,0,1
20,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°45'27.6""N 77°24'58.8""W",117,18,0,135,2.319881916,55.94334484,0,1
20,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.766569, -77.370244",6588,301,0,6889,12.47561479,58.47134206,0,1
20,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.777207, -77.516079",1595,35,0,1630,2.457644224,48.04347333,0,1
21,H-1,human-gis,static,static,1,"37.1118778, -76.895924",0,0,0,0,0,103.6846471,0,1
21,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°47'19.85734""N 077°50'21.64321""W",128,2521,2496,2649,20.84676695,13.23931868,0,1
21,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°46'48.00000""N 077°50'23.99999""W",128,2073,2048,2201,20.73318219,13.17240153,0,1
21,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"36°43'36.98400""N 077°12'37.98000""W",128,4884,4864,5012,50.17666006,69.53189692,0,1
21,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°56'44.0000""N 77°56'16.0000""W",129,20,0,149,1.297645092,18.5851035,0,1
21,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°56'15.00000""N 77°52'30.00000""W",129,20,0,149,0.4593799114,19.87061691,0,1
21,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°45'12.00000""N 77°50'24.00000""W",129,20,0,149,0.707268238,13.58428706,0,1
21,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"36.757059, -77.836728",11214,715,0,11929,17.89055896,13.77307112,0,1
21,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"36.804904, -78.009210",1639,42,0,1681,1.440130949,3.065110315,0,1
22,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,107.9575055,0,1
22,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°18'39.12345""N 077°17'48.12345""W",182,1817,1792,1999,16.25247622,103.4887282,0,1
22,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°56'02.76000""N 077°28'18.84000""W",182,1433,1408,1615,14.82720113,87.35386196,0,1
22,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"38°01'00.00000""N 077°30'00.00000""W",182,3604,3584,3786,29.26081204,83.46706471,0,1
22,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"38°06'38.0000""N 77°19'13.0000""W",183,20,0,203,0.6635992527,98.7196144,0,1
22,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"38°00'15.00000""N 77°19'30.00000""W",183,20,0,203,0.488120079,98.85961341,0,1
22,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°00'00""N 77°16'00""W",186,14,0,200,0.6006200314,103.991084,0,1
22,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.890904, -77.217358",9925,689,0,10614,14.85687089,110.1948463,0,1
22,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"38.044556, -77.286488",1741,41,0,1782,1.732541084,101.8491276,0,1
23,H-1,human-gis,static,static,1,"36.8953677, -76.7248143",0,0,0,0,0,13.5192057,0,1
23,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°58'22.12340""N 076°38'55.67890""W",153,1753,1728,1906,18.50578523,22.67856648,0,1
23,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°38'02.40000""N 76°55'26.40000""W",153,2137,2112,2290,20.88028121,24.77186808,0,1
23,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"36°36'30.00000""N 076°18'45.00000""W",153,4372,4352,4525,36.48733377,39.83986615,0,1
23,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°48'32.0000""N 76°42'15.0000""W",154,20,0,174,1.761413813,3.841828273,0,1
23,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°48'29.00000""N 76°42'15.00000""W",154,20,0,174,0.4778649807,3.749615354,0,1
23,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°55'42.0""N 76°42'18.0""W",158,18,0,176,0.4826729298,17.1078747,0,1
23,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",2111,691,0,2802,7.661270142,17.26770533,0,1
23,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",1678,37,0,1715,1.548040867,17.26770533,0,1
24,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,141.5310569,0,1
24,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°44'18.16314""N 076°54'37.28942""W",192,2457,2432,2649,25.29943299,84.89665757,0,1
24,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°45'50.40000""N 077°05'47.40000""W",192,4121,4096,4313,44.15551996,70.81963685,0,1
24,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°39'00.00000""N 077°06'00.00000""W",192,2580,2560,2772,23.63607287,80.13464703,0,1
24,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°41'18.0000""N 77°00'36.0000""W",193,20,0,213,0.8631339073,82.1530021,0,1
24,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°41'12.0000""N 77°00'36.0000""W",193,20,0,213,0.6647539139,82.28573955,0,1
24,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°38'24.0""N 76°50'24.0""W",197,18,0,215,0.6130239964,96.69552978,0,1
24,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",7256,315,0,7571,9.812423944,69.9226299,0,1
24,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",1753,37,0,1790,2.167997837,69.9226299,0,1
25,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,91.49901403,0,1
25,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°49'55.12345""N 077°27'10.67890""W",178,1881,1856,2059,15.97472095,35.46637835,0,1
25,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°46'54.19200""N 077°27'13.86000""W",178,3801,3776,3979,47.58414102,34.70806914,0,1
25,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°44'30.00000""N 077°11'45.00000""W",178,4052,4032,4230,47.38736176,57.43899641,0,1
25,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°46'16.0000""N 77°32'36.0000""W",179,20,0,199,0.7337779999,26.8128888,0,1
25,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°45'12.0000""N 77°25'30.0000""W",179,20,0,199,0.5359129906,37.2502087,0,1
25,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°45'21.6""N 77°30'12.6""W",182,18,0,200,0.4662210941,30.34251876,0,1
25,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.777207, -77.516079",8399,578,0,8977,13.30246115,29.2236909,0,1
25,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.777207, -77.516079",7577,150,0,7727,7.489297867,29.2236909,0,1
26,H-1,human-gis,static,static,1,"37.9140592, -76.9326385",0,0,0,0,0,68.11140619,0,1
26,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°55'38.12345""N 076°51'31.98765""W",213,2777,2752,2990,27.7800808,72.39515145,0,1
26,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°19'24.60000""N 077°32'07.80000""W",213,1433,1408,1646,13.61647105,2.781091796,0,1
26,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°57'30.00000""N 076°12'00.00000""W",213,2836,2816,3049,21.09655309,123.0446351,0,1
26,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"38°00'36.0000""N 77°19'48.0000""W",214,20,0,234,1.209461927,36.91177858,0,1
26,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"38°00'12.00000""N 77°19'48.00000""W",214,20,0,234,0.611823082,37.55846235,0,1
26,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°03'24.0""N 77°03'36.0""W",218,18,0,236,0.4569599628,49.7363064,0,1
26,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.967168, -76.964306",5988,414,0,6402,9.819143057,62.29820884,0,1
26,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.967168, -76.964306",7997,169,0,8166,7.18042326,62.29820884,0,1
27,H-1,human-gis,static,static,1,"37.744783, -77.4464165",0,0,0,0,0,55.13461323,0,1
27,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°55'57.46080""N 077°26'37.93920""W",131,1625,1600,1756,15.97106791,42.67183939,0,1
27,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°52'57.50400""N 77°30'23.94000""W",131,3225,3200,3356,35.63606691,40.92198662,0,1
27,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°38'45.12345""N 077°25'30.67890""W",131,3732,3712,3863,36.56813598,64.70346598,0,1
27,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°48'12.0000""N 77°34'48.0000""W",132,20,0,152,0.5764439106,42.52316983,0,1
27,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°45'12.0000""N 77°36'18.0000""W",132,20,0,152,0.5738630295,45.83498996,0,1
27,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38° 1' 12.000""N 77° 44' 24.000""W",132,22,0,154,0.6807971001,15.39019558,0,1
27,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.907336, -77.561828",11155,633,0,11788,15.02637315,35.4109126,0,1
27,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.842274, -77.538933",2838,89,0,2927,8.014076948,41.70381002,0,1
28,H-1,human-gis,static,static,1,"36.8953677, -76.7248143",0,0,0,0,0,26.7797388,0,1
28,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°49'43.21750""N 077°04'58.87920""W",127,4569,4544,4696,40.24187779,7.990459387,0,1
28,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°52'12.00000""N 077°03'00.00000""W",127,1881,1856,2008,20.45477915,2.666072456,0,1
28,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"36°55'12.34567""N 076°44'50.12345""W",127,1940,1920,2067,19.78882504,25.07435068,0,1
28,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°36'12.0000""N 77°00'36.0000""W",128,20,0,148,0.8501551151,31.23097204,0,1
28,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°36'30.00000""N 76°52'15.00000""W",128,20,0,148,0.7079920769,33.60365457,0,1
28,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°50'42.0""N 76°54'36.0""W",128,18,0,146,0.591365099,11.15737,0,1
28,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"36.870079, -76.747513",4336,337,0,4673,7.036510944,24.78276361,0,1
28,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"36.870079, -76.747513",2865,89,0,2954,4.518572092,24.78276361,0,1
29,H-1,human-gis,static,static,1,"37.4974701, -76.9990453",0,0,0,0,0,70.49024077,0,1
29,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°25'54.50160""N 077°04'21.81000""W",160,1561,1536,1721,10.85568309,71.14839815,0,1
29,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°35'36.00000""N 077°20'01.00000""W",160,2201,2176,2361,29.38274193,42.92544241,0,1
29,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°27'53.00000""N 076°57'00.00000""W",160,2068,2048,2228,19.95762181,76.14420011,0,1
29,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°41'10.0000""N 77°02'30.0000""W",161,20,0,181,1.096253872,55.35079747,0,1
29,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°41'12.0000""N 77°00'36.0000""W",161,20,0,181,0.984607935,57.80260133,0,1
29,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°34'12.0""N 76°59'24.0""W",163,18,0,181,0.6066479683,66.05683251,0,1
29,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.465376, -76.964306",1897,307,0,2204,9.452787876,75.15477063,0,1
29,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.465376, -76.964306",1698,42,0,1740,1.978928089,75.15477063,0,1
30,H-1,human-gis,static,static,1,"37.1118778, -76.895924",0,0,0,0,0,31.03821657,0,1
30,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°13'07.32000""N 076°41'50.64000""W",130,2457,2432,2587,16.29541802,51.72918724,0,1
30,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°55'54.84000""N 77°23'41.64000""W",130,2457,2432,2587,24.31052923,25.07968946,0,1
30,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°07'30.00000""N 076°57'45.00000""W",130,3092,3072,3222,25.0381999,28.9663368,0,1
30,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°00'31.0000""N 76°48'44.0000""W",131,20,0,151,0.7019431591,29.82910791,0,1
30,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°53'10.00000""N 76°56'45.00000""W",131,20,0,151,0.4542860985,15.21517172,0,1
30,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°05'32.6""N 76°59'28.2""W",132,18,0,150,1.18164587,24.57481722,0,1
30,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.118552, -76.872096",1740,245,0,1985,6.507516146,32.96956541,0,1
